name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clostridium_X	13580	G	124	64	188	0.00005
Haloimpatiens	13584	G	99	34	133	0.00004
JAIZZN01	13591	G	87	3	90	0.00003
Clostridium_AA	13551	G	83	6	89	0.00003
CALJTN01	13548	G	77	47	124	0.00004
JACMJL01	13588	G	71	0	71	0.00002
Hathewaya	13585	G	63	24	87	0.00002
JAEXZL01	13589	G	50	7	57	0.00002
Clostridium_AW	13567	G	49	3	52	0.00001
Clostridium_G	13572	G	44	32	76	0.00002
Clostridium_D	13570	G	39	21	60	0.00002
Clostridium_AS	13563	G	37	1	38	0.00001
Clostridium_AK	13558	G	36	2	38	0.00001
Desnuesiella	13582	G	29	29	58	0.00002
Clostridium_AV	13566	G	24	5	29	0.00001
BRXR01	13547	G	23	3	26	0.00001
Clostridium_AC	13552	G	22	0	22	0.00001
JG1575	13597	G	22	4	26	0.00001
JAUZPI01	13595	G	20	1	21	0.00001
JAAZDF01	13587	G	18	3	21	0.00001
JAEZDX01	13590	G	16	0	16	0.00000
Clostridium_K	13576	G	13	2	15	0.00000
Clostridium_AH	13557	G	12	1	13	0.00000
Proteiniclasticum	13600	G	12	2	14	0.00000
Fervidicella	13541	G	1402	497	1899	0.00054
Thermobrachium	13545	G	237	51	288	0.00008
Clostridium_AB	13540	G	211	11	222	0.00006
Caloramator	13538	G	68	4	72	0.00002
JAEZLD01	13543	G	40	0	40	0.00001
Caloramator_B	13539	G	24	1	25	0.00001
UBA4839	13546	G	14	11	25	0.00001
Oxobacter	13608	G	48	7	55	0.00002
Pseudobutyrivibrio	13950	G	5438	1456	6894	0.00196
Acetatifactor	13735	G	5316	1052	6368	0.00181
COE1	13800	G	3679	755	4434	0.00126
UBA3282	14045	G	3004	195	3199	0.00091
Faecalimonas	13834	G	2787	1099	3886	0.00110
Petralouisia	13948	G	2203	532	2735	0.00078
Blautia	13755	G	2139	973	3112	0.00088
Enterocloster	13823	G	1908	2030	3938	0.00112
Blautia_A	13756	G	1846	695	2541	0.00072
Lachnoclostridium_B	13904	G	1660	5738	7398	0.00210
Choladousia	13805	G	1426	270	1696	0.00048
Mobilitalea	13932	G	1394	157	1551	0.00044
CAG-590	13769	G	1269	741	2010	0.00057
NK4A144	13939	G	1251	74	1325	0.00038
Suilimivivens	14026	G	1100	295	1395	0.00040
Muricomes	13934	G	1034	418	1452	0.00041
Eubacterium_Q	13829	G	1028	477	1505	0.00043
Lacrimispora	13907	G	988	217	1205	0.00034
UMGS1370	14065	G	981	726	1707	0.00048
Wujia	14074	G	960	660	1620	0.00046
JAHHTM01	13872	G	881	210	1091	0.00031
Anaerocolumna	13744	G	673	36	709	0.00020
Eubacterium_F	13825	G	662	610	1272	0.00036
UBA3402	14047	G	633	94	727	0.00021
Bariatricus	13753	G	632	2152	2784	0.00079
KM106-2	13898	G	609	11	620	0.00018
Eubacterium_C	13824	G	607	109	716	0.00020
Lachnoanaerobaculum	13900	G	590	152	742	0.00021
Eubacterium_J	13828	G	579	31	610	0.00017
Mediterraneibacter	13926	G	546	543	1089	0.00031
Lachnoclostridium	13902	G	546	45	591	0.00017
Anaerostipes	13748	G	542	330	872	0.00025
Lachnospira	13905	G	540	254	794	0.00023
VSOB01	14068	G	534	188	722	0.00020
UBA933	14059	G	532	26	558	0.00016
NK4A136	13938	G	501	136	637	0.00018
AC2028	13733	G	454	44	498	0.00014
JAEEJA01	13859	G	433	6	439	0.00012
Butyribacter	13760	G	426	92	518	0.00015
Brotaphodocola	13758	G	418	754	1172	0.00033
Butyrivibrio	13761	G	359	74	433	0.00012
JAKSRN01	13886	G	354	38	392	0.00011
UBA2868	14040	G	343	23	366	0.00010
Eubacterium_G	13826	G	306	231	537	0.00015
Lachnotalea	13906	G	298	13	311	0.00009
SIG308	14010	G	296	3	299	0.00008
RGIG4034	13961	G	292	68	360	0.00010
CAJJNI01	13773	G	289	383	672	0.00019
Agathobacter	13738	G	278	649	927	0.00026
1XD8-76	13732	G	259	331	590	0.00017
JAILLW01	13879	G	258	14	272	0.00008
Scybalomonas	14022	G	256	102	358	0.00010
Butyrivibrio_A	13762	G	239	22	261	0.00007
UBA11957	14030	G	224	1	225	0.00006
Schaedlerella	14020	G	219	354	573	0.00016
UBA3305	14046	G	217	4	221	0.00006
Ruminococcus_G	14000	G	213	20	233	0.00007
Avilachnospira	13750	G	211	9	220	0.00006
Kineothrix	13899	G	206	171	377	0.00011
Oribacterium	13943	G	203	48	251	0.00007
RGIG3040	13959	G	201	7	208	0.00006
CAKAHY01	13775	G	200	42	242	0.00007
CAG-791	13771	G	198	63	261	0.00007
RGIG3002	13958	G	193	227	420	0.00012
Anaeromicropila	13745	G	192	19	211	0.00006
Roseburia	13994	G	192	51	243	0.00007
Hominiventricola	13847	G	191	242	433	0.00012
SZUA-378	14017	G	190	383	573	0.00016
Anaerobutyricum	13743	G	187	17	204	0.00006
Eisenbergiella	13822	G	180	309	489	0.00014
ISDg	13851	G	179	14	193	0.00005
RUG11200	13980	G	172	18	190	0.00005
UBA3766	14049	G	167	56	223	0.00006
Lachnobacterium	13901	G	157	1	158	0.00004
CAG-510	13768	G	149	1	150	0.00004
MGBC100174	13914	G	149	34	183	0.00005
NC2004	13937	G	148	3	151	0.00004
Jutongia	13897	G	146	23	169	0.00005
XBD2001	14077	G	142	1	143	0.00004
Catonella	13804	G	134	82	216	0.00006
MGBC164599	13922	G	134	28	162	0.00005
Ruminococcus_B	13999	G	132	415	547	0.00016
Lachnoclostridium_A	13903	G	130	11	141	0.00004
SIG299	14006	G	127	12	139	0.00004
CAG-882	13772	G	122	14	136	0.00004
Onthocola_A	13942	G	122	24	146	0.00004
Roseburia_B	13996	G	120	738	858	0.00024
XBB2008	14076	G	118	10	128	0.00004
CAG-303	13766	G	114	101	215	0.00006
Clostridium_N	13809	G	112	8	120	0.00003
Otoolea	13944	G	111	94	205	0.00006
MD308	13913	G	111	21	132	0.00004
UBA4285	14052	G	107	19	126	0.00004
Bovifimicola	13757	G	99	41	140	0.00004
Frisingicoccus	13838	G	95	28	123	0.00003
Alectryocaccobium	13739	G	94	19	113	0.00003
Weimeria	14073	G	90	8	98	0.00003
SIG301	14008	G	85	1	86	0.00002
Lientehia	13910	G	84	11	95	0.00003
RGIG8607	13977	G	83	10	93	0.00003
Coprococcus	13811	G	81	115	196	0.00006
JAUUSJ01	13895	G	79	130	209	0.00006
MGBC114844	13916	G	77	24	101	0.00003
RGIG5612	13969	G	76	39	115	0.00003
UBA2821	14039	G	74	37	111	0.00003
RUG12871	13986	G	72	0	72	0.00002
JAILDL01	13874	G	71	0	71	0.00002
V9D3004	14067	G	69	9	78	0.00002
Chordicoccus	13806	G	69	6	75	0.00002
JAGZHZ01	13871	G	68	6	74	0.00002
CAG-411	13767	G	64	10	74	0.00002
SFDP01	14001	G	63	29	92	0.00003
RUG11977	13984	G	63	14	77	0.00002
Gallintestinimicrobium	13841	G	63	13	76	0.00002
Hominisplanchenecus	13845	G	62	0	62	0.00002
RGIG4057	13962	G	62	4	66	0.00002
Eubacterium_I	13827	G	60	168	228	0.00006
Fimousia	13837	G	58	1	59	0.00002
Sellimonas	14023	G	56	96	152	0.00004
RGIG1668	13956	G	56	58	114	0.00003
CANQHX01	13793	G	56	0	56	0.00002
Pullilachnospira	13952	G	55	11	66	0.00002
UBA3633	14048	G	54	14	68	0.00002
UBA7050	14057	G	52	1	53	0.00002
RUG191	13990	G	52	3	55	0.00002
Laedolimicola	13909	G	51	121	172	0.00005
Anaerosporobacter	13747	G	51	15	66	0.00002
Bilifractor	13754	G	50	13	63	0.00002
Roseburia_C	13997	G	49	12	61	0.00002
Marvinbryantia	13924	G	49	2	51	0.00001
Hungatella_A	13849	G	49	18	67	0.00002
Novisyntrophococcus	13940	G	48	16	64	0.00002
UBA4292	14053	G	47	10	57	0.00002
Johnsonella	13896	G	47	15	62	0.00002
Coprococcus_A	13812	G	46	1	47	0.00001
CAJMNU01	13774	G	44	3	47	0.00001
Sporofaciens	14025	G	44	36	80	0.00002
JAAYYM01	13857	G	43	1	44	0.00001
Fimimorpha	13836	G	42	9	51	0.00001
Velocimicrobium	14069	G	41	45	86	0.00002
SIG336	14013	G	41	0	41	0.00001
UMGS2037	14066	G	39	45	84	0.00002
TWA4	14028	G	38	3	41	0.00001
XBB1006	14075	G	37	3	40	0.00001
CAG-632	13770	G	37	6	43	0.00001
Robinsoniella	13993	G	36	12	48	0.00001
Limivivens	13911	G	36	0	36	0.00001
UBA1258	14032	G	35	1	36	0.00001
MGBC120314	13917	G	34	1	35	0.00001
JAILEN01	13875	G	32	1	33	0.00001
G11	13840	G	32	4	36	0.00001
JAAVZI01	13852	G	32	7	39	0.00001
UBA1712	14034	G	32	3	35	0.00001
UBA629	14055	G	31	67	98	0.00003
JAILHT01	13878	G	30	0	30	0.00001
Caccovicinus	13802	G	30	6	36	0.00001
Aequitasia	13737	G	30	14	44	0.00001
RUG11237	13982	G	30	4	34	0.00001
Dorea_D	13819	G	29	64	93	0.00003
Oliverpabstia	13941	G	29	48	77	0.00002
Anaerosacchariphilus	13746	G	28	0	28	0.00001
Alitiscatomonas	13740	G	28	36	64	0.00002
RGIG7193	13974	G	28	1	29	0.00001
SIG292	14004	G	26	0	26	0.00001
JALFVM01	13891	G	25	16	41	0.00001
Egerieimonas_A	13821	G	24	1	25	0.00001
UBA2912	14042	G	23	2	25	0.00001
Dorea_A	13817	G	22	77	99	0.00003
CAG-194	13765	G	22	2	24	0.00001
CALALP01	13779	G	22	8	30	0.00001
Murimonas	13936	G	21	4	25	0.00001
RGIG6307	13971	G	21	6	27	0.00001
Merdimonas	13929	G	21	23	44	0.00001
Porcincola	13949	G	20	7	27	0.00001
RGIG8767	13978	G	19	1	20	0.00001
Clostridium_AI	13807	G	18	2	20	0.00001
RGIG4930	13967	G	17	0	17	0.00000
JALENY01	13890	G	17	1	18	0.00001
RUG14319	13989	G	17	1	18	0.00001
Catenibacillus	13803	G	16	4	20	0.00001
Hominisplanchenecus_A	13846	G	16	8	24	0.00001
UBA7109	14058	G	16	11	27	0.00001
Hungatella	13848	G	15	40	55	0.00002
Dorea	13816	G	15	7	22	0.00001
SIG307	14009	G	15	2	17	0.00000
W0P33-017	14071	G	15	3	18	0.00001
UBA5385	14054	G	14	0	14	0.00000
Muricoprocola	13935	G	14	3	17	0.00000
SIG293	14005	G	13	1	14	0.00000
CHH4-2	13799	G	13	4	17	0.00000
Falcatimonas	13835	G	12	7	19	0.00001
Roseburia_D	13998	G	11	4	15	0.00000
MGBC136627	13919	G	11	8	19	0.00001
C-53	13763	G	11	5	16	0.00000
JAILNW01	13880	G	11	0	11	0.00000
Roseburia_A	13995	G	11	2	13	0.00000
Merdiplasma	13930	G	10	2	12	0.00000
JAILFK01	13876	G	10	0	10	0.00000
JAILFQ01	13877	G	10	0	10	0.00000
14-2	13731	G	10	4	14	0.00000
MGBC111451	13915	G	10	3	13	0.00000
Mediterraneibacter_A	13927	G	10	11	21	0.00001
Fimicola	13664	G	4481	368	4849	0.00138
Coprocola	13663	G	819	555	1374	0.00039
Anaerotignum	13659	G	565	130	695	0.00020
Metalachnospira	13671	G	147	4	151	0.00004
JAGZLR01	13667	G	62	283	345	0.00010
Neoanaerotignum_A	13673	G	35	1	36	0.00001
HGM11808	13665	G	23	3	26	0.00001
UBA8514	13676	G	10	0	10	0.00000
Holtiella	13712	G	1410	780	2190	0.00062
Cellulosilyticum	13705	G	1032	340	1372	0.00039
FMMP01	13711	G	600	59	659	0.00019
DUUM01	13706	G	491	15	506	0.00014
Zhenhengia	13717	G	182	7	189	0.00005
Epulopiscium_B	13708	G	178	2	180	0.00005
LNZQ01	13715	G	36	0	36	0.00001
Sporanaerobium	13716	G	27	5	32	0.00001
Epulopiscium_C	13709	G	26	0	26	0.00001
Epulopiscium_A	13707	G	21	1	22	0.00001
Epulopiscium_D	13710	G	12	0	12	0.00000
Gallispira	13691	G	503	6	509	0.00014
CAG-274	13686	G	406	491	897	0.00025
Tyzzerella	13697	G	266	42	308	0.00009
UBA3680	13698	G	264	13	277	0.00008
JAJQCI01	13693	G	76	7	83	0.00002
RGIG4831	13696	G	62	17	79	0.00002
CAMTZM01	13688	G	56	4	60	0.00002
CALWRD01	13687	G	24	4	28	0.00001
CANPXH01	13689	G	11	0	11	0.00000
HGM11788	13692	G	11	15	26	0.00001
MGBC114079	13694	G	10	6	16	0.00000
Petrocella	14090	G	669	14	683	0.00019
Vallitalea	14093	G	101	3	104	0.00003
HGW-1	14087	G	62	8	70	0.00002
JANQFZ01	14088	G	42	4	46	0.00001
UBA1351	14091	G	31	24	55	0.00002
JAQICP01	14089	G	10	0	10	0.00000
JAAZLH01	13724	G	175	104	279	0.00008
JAAYNZ01	13723	G	23	9	32	0.00001
WRBF01	14125	G	118	0	118	0.00003
WQVC01	14104	G	48	13	61	0.00002
WQVX01	14106	G	30	0	30	0.00001
WRKH01	14112	G	14	0	14	0.00000
Vallitalea_A	14095	G	109	1	110	0.00003
JAOARL01	13729	G	83	16	99	0.00003
CANEHT01	13702	G	46	0	46	0.00001
JAISCN01	13703	G	16	0	16	0.00000
WRAX01	14122	G	48	0	48	0.00001
UBA12420	14078	G	48	1	49	0.00001
WRAA01	14113	G	45	0	45	0.00001
JAAYQR01	13722	G	20	0	20	0.00001
Defluviitalea_A	13720	G	11	19	30	0.00001
CAMLLW01	14080	G	11	0	11	0.00000
Natranaerovirga	13718	G	16	0	16	0.00000
Ruminococcus_E	14272	G	2561	855	3416	0.00097
JAAZFZ01	14219	G	2202	26	2228	0.00063
Eubacterium_R	14208	G	1497	162	1659	0.00047
CAG-964	14172	G	1364	6	1370	0.00039
CAG-177	14168	G	1241	582	1823	0.00052
Fimenecus	14209	G	905	152	1057	0.00030
UBA1213	14291	G	828	126	954	0.00027
SIG554	14274	G	768	136	904	0.00026
CAG-488	14170	G	623	72	695	0.00020
UMGS1491	14310	G	539	125	664	0.00019
UBA6857	14298	G	524	253	777	0.00022
Acutalibacter	14161	G	514	99	613	0.00017
UBA737	14300	G	366	115	481	0.00014
Avimonas	14163	G	349	180	529	0.00015
UBA8612	14302	G	305	70	375	0.00011
UBA1081	14290	G	287	38	325	0.00009
DTU089	14205	G	245	26	271	0.00008
UMGS1071	14303	G	240	103	343	0.00010
Caproicibacter	14199	G	182	69	251	0.00007
JAISII01	14227	G	172	0	172	0.00005
UBA1425	14293	G	158	5	163	0.00005
UMGS1484	14308	G	139	27	166	0.00005
Heritagella	14215	G	138	30	168	0.00005
UMGS1224	14304	G	133	31	164	0.00005
RGIG3926	14252	G	124	36	160	0.00005
RGIG1959	14243	G	117	2	119	0.00003
UMGS1279	14306	G	105	2	107	0.00003
RUG806	14270	G	93	23	116	0.00003
Clostridium_E	14203	G	91	17	108	0.00003
UMGS263	14317	G	90	8	98	0.00003
SIG607	14282	G	89	5	94	0.00003
RUG592	14266	G	63	10	73	0.00002
Pseudoruminococcus	14241	G	56	129	185	0.00005
Scatavimonas	14285	G	53	30	83	0.00002
Solibaculum	14288	G	51	0	51	0.00001
RUG762	14269	G	41	7	48	0.00001
RGIG3009	14250	G	39	3	42	0.00001
Caproiciproducens	14201	G	32	14	46	0.00001
CAKSSR01	14179	G	31	0	31	0.00001
UBA1227	14292	G	27	2	29	0.00001
RUG14109	14262	G	25	0	25	0.00001
UMGS1591	14312	G	25	0	25	0.00001
Caproicibacterium	14200	G	24	5	29	0.00001
CAG-557	14171	G	23	18	41	0.00001
CABQCM01	14166	G	23	11	34	0.00001
CAKRRH01	14174	G	23	6	29	0.00001
WRMQ01	14321	G	19	0	19	0.00001
HGM12814	14214	G	13	28	41	0.00001
SIG575	14276	G	11	1	12	0.00000
SFWF01	14273	G	11	1	12	0.00000
Fimivicinus	14210	G	11	0	11	0.00000
UMGS1976	14316	G	11	5	16	0.00000
UBA3903	14296	G	11	0	11	0.00000
RUG11462	14261	G	10	4	14	0.00000
Clostridium_A	14202	G	10	11	21	0.00001
FB2012	14626	G	1424	53	1477	0.00042
RGIG3102	14684	G	1261	1657	2918	0.00083
Ruminiclostridium_E	14696	G	1009	18	1027	0.00029
Gemmiger	14635	G	980	895	1875	0.00053
JAISGY01	14659	G	827	0	827	0.00023
Ruminococcus_C	14698	G	769	143	912	0.00026
Ruminococcus	14697	G	763	586	1349	0.00038
HUN007	14639	G	682	12	694	0.00020
Faeciplasma	14628	G	632	211	843	0.00024
Faecalibacterium	14627	G	607	230	837	0.00024
RGIG8773	14691	G	589	556	1145	0.00032
RUG12519	14695	G	534	80	614	0.00017
UMGS1601	14722	G	511	106	617	0.00018
UBA7477	14719	G	447	6	453	0.00013
JAAYPV01	14647	G	312	106	418	0.00012
SFJ001	14702	G	287	34	321	0.00009
UBA3855	14716	G	280	11	291	0.00008
JAAYCI01	14646	G	242	21	263	0.00007
Huintestinicola	14643	G	230	254	484	0.00014
UBA5884	14717	G	230	104	334	0.00009
YE71	14729	G	219	5	224	0.00006
Fournierella	14633	G	179	66	245	0.00007
SZUA-444	14706	G	166	1	167	0.00005
JAAVYW01	14645	G	163	2	165	0.00005
CAG-115	14605	G	130	32	162	0.00005
Hominimerdicola	14642	G	126	25	151	0.00004
Angelakisella	14599	G	121	66	187	0.00005
Acetanaerobacterium	14595	G	86	25	111	0.00003
Massiliimalia	14668	G	79	62	141	0.00004
Egerieicola	14625	G	78	0	78	0.00002
Firm-04	14632	G	76	6	82	0.00002
UBA1762	14713	G	66	1	67	0.00002
WRAV01	14726	G	65	31	96	0.00003
Ruthenibacterium	14700	G	60	35	95	0.00003
CANRLN01	14621	G	54	4	58	0.00002
Fimivivens	14631	G	54	8	62	0.00002
Negativibacillus	14675	G	49	29	78	0.00002
UMGS1668	14723	G	49	2	51	0.00001
Anaerofilum	14597	G	48	6	54	0.00002
JAHHUA01	14657	G	43	0	43	0.00001
JAAZLM01	14649	G	43	0	43	0.00001
Hydrogenoanaerobacterium	14644	G	43	1	44	0.00001
UBA866	14720	G	42	20	62	0.00002
RGIG4694	14687	G	41	0	41	0.00001
UMGS363	14725	G	39	6	45	0.00001
Anaerotruncus	14598	G	39	80	119	0.00003
Porcipelethomonas	14678	G	33	4	37	0.00001
CALXEM01	14613	G	27	0	27	0.00001
Merdivicinus	14671	G	27	10	37	0.00001
Pygmaiobacter	14680	G	27	2	29	0.00001
JAHHTP01	14656	G	26	1	27	0.00001
SIG526	14703	G	20	0	20	0.00001
SIG578	14704	G	19	0	19	0.00001
BNZF01	14602	G	16	0	16	0.00000
JAISVP01	14660	G	16	0	16	0.00000
Metaruminococcus_A	14673	G	15	4	19	0.00001
RGIG4131	14686	G	14	3	17	0.00000
Gemmiger_A	14636	G	14	4	18	0.00001
Marseille-P2935	14667	G	14	6	20	0.00001
Falkowella	14630	G	13	0	13	0.00000
JAGPHI01	14655	G	10	0	10	0.00000
Faecivivens	14629	G	10	0	10	0.00000
Faecousia	14495	G	1932	121	2053	0.00058
Limivicinus	14530	G	1183	45	1228	0.00035
UBA2658	14569	G	504	446	950	0.00027
Dysosmobacter	14490	G	478	396	874	0.00025
UMGS1766	14573	G	463	14	477	0.00014
F23-B02	14494	G	299	61	360	0.00010
CALXGH01	14481	G	289	11	300	0.00009
Lawsonibacter	14528	G	254	182	436	0.00012
Pseudoscilispira	14538	G	190	18	208	0.00006
Enterenecus	14492	G	123	69	192	0.00005
UBA1774	14568	G	115	0	115	0.00003
CAJFPI01	14467	G	109	2	111	0.00003
Vescimonas	14575	G	89	49	138	0.00004
RGIG7949	14554	G	72	3	75	0.00002
CAG-103	14465	G	46	4	50	0.00001
Evtepia	14493	G	46	16	62	0.00002
Hominicoprocola	14502	G	36	16	52	0.00001
RGIG7114	14553	G	35	2	37	0.00001
Onthomonas	14532	G	32	24	56	0.00002
CAJOIG01	14468	G	32	0	32	0.00001
WRAB01	14577	G	32	0	32	0.00001
WRMH01	14579	G	29	0	29	0.00001
Pelethomonas	14535	G	26	10	36	0.00001
Vermiculatibacterium	14574	G	20	5	25	0.00001
Flavonifractor	14496	G	18	15	33	0.00001
JAISJH01	14517	G	16	0	16	0.00000
CALWWP01	14475	G	15	0	15	0.00000
Pseudoflavonifractor	14536	G	14	8	22	0.00001
HGM13010	14500	G	14	3	17	0.00000
Sporobacter	14565	G	14	3	17	0.00000
Oscillibacter	14533	G	12	2	14	0.00000
CAG-170	14466	G	11	5	16	0.00000
CALXCT01	14479	G	11	2	13	0.00000
UBA738	14571	G	10	0	10	0.00000
UMGS1865	14415	G	985	65	1050	0.00030
UMGS1696	14414	G	693	18	711	0.00020
CAG-448	14344	G	543	23	566	0.00016
RGIG2000	14371	G	427	26	453	0.00013
HGM12713	14361	G	237	27	264	0.00007
RGIG7300	14382	G	187	5	192	0.00005
UBA1740	14407	G	148	2	150	0.00004
QALR01	14366	G	129	6	135	0.00004
RGIG6429	14379	G	103	0	103	0.00003
RGIG1743	14368	G	51	0	51	0.00001
UMGS902	14418	G	48	9	57	0.00002
RGIG3925	14374	G	33	1	34	0.00001
Firm-07	14356	G	27	0	27	0.00001
RUG11130	14386	G	18	0	18	0.00001
RGIG1995	14370	G	15	1	16	0.00000
SIG672	14395	G	14	0	14	0.00000
CAG-272	14342	G	14	1	15	0.00000
CAG-841	14346	G	14	2	16	0.00000
Avispirillum	14341	G	10	0	10	0.00000
Agathobaculum	14323	G	737	36	773	0.00022
Butyricicoccus	14324	G	100	40	140	0.00004
Butyricicoccus_A	14325	G	23	7	30	0.00001
RGIG8002	14594	G	602	42	644	0.00018
RGIG5299	14590	G	351	18	369	0.00010
CALWJF01	14759	G	102	4	106	0.00003
Allobutyricicoccus	14758	G	29	4	33	0.00001
UBA1752	14432	G	57	1	58	0.00002
UMGS1387	14435	G	22	4	26	0.00001
UMGS1307	14434	G	11	0	11	0.00000
RGIG7773	14593	G	80	55	135	0.00004
RUG11797	14588	G	58	0	58	0.00002
HGM12619	14748	G	43	4	47	0.00001
CALXAO01	14745	G	10	15	25	0.00001
SUG1173	14740	G	31	0	31	0.00001
RUG14179	14736	G	13	0	13	0.00000
JARLHS01	14443	G	15	0	15	0.00000
UBA929	14753	G	20	0	20	0.00001
SIG519	14732	G	10	0	10	0.00000
CAG-269	15028	G	7899	4353	12252	0.00348
UMGS1754	15062	G	2722	1135	3857	0.00109
CAG-492	15031	G	1592	781	2373	0.00067
CAG-273	15029	G	1500	728	2228	0.00063
Scatovivens	15060	G	1472	578	2050	0.00058
UMGS1663	15061	G	871	230	1101	0.00031
UMGS1994	15067	G	613	98	711	0.00020
RGIG8482	15058	G	440	416	856	0.00024
CAG-452	15030	G	338	72	410	0.00012
UMGS1781	15063	G	337	160	497	0.00014
Merdicola	15057	G	302	118	420	0.00012
CAG-245	15027	G	225	76	301	0.00009
CAMCHB01	15046	G	176	173	349	0.00010
CAG-793	15032	G	159	65	224	0.00006
HGM13634	15052	G	149	27	176	0.00005
CANRES01	15050	G	89	10	99	0.00003
JAAWPK01	15053	G	75	42	117	0.00003
CAKPSH01	15038	G	64	32	96	0.00003
CAKPQL01	15037	G	43	75	118	0.00003
CAMPYH01	15047	G	35	15	50	0.00001
CALYAK01	15045	G	34	11	45	0.00001
CAMYVO01	15048	G	27	3	30	0.00001
CALXUC01	15044	G	27	4	31	0.00001
CALXJM01	15042	G	16	5	21	0.00001
WQVL01	15068	G	15	0	15	0.00000
JABCPO02	15054	G	11	3	14	0.00000
CAG-465	15022	G	5120	5896	11016	0.00313
UMGS1649	15026	G	67	8	75	0.00002
RGIG5057	15025	G	42	7	49	0.00001
CALXJE01	15023	G	13	14	27	0.00001
JAOAHC01	15024	G	13	3	16	0.00000
UBA1234	15078	G	139	43	182	0.00005
RGIG6105	15076	G	55	29	84	0.00002
HGM13618	15074	G	19	14	33	0.00001
RGIG3495	15070	G	45	0	45	0.00001
RGIG9151	15071	G	15	17	32	0.00001
Caccovivens	13475	G	3911	1696	5607	0.00159
UBA11490	13489	G	1301	22	1323	0.00038
CAKVOD01	13462	G	864	0	864	0.00025
UBA7868	13497	G	833	174	1007	0.00029
Onthoplasma	13481	G	516	64	580	0.00016
CAJKWP01	13458	G	341	397	738	0.00021
HGM11367	13476	G	296	22	318	0.00009
UBA7862	13495	G	223	114	337	0.00010
UBA5893	13492	G	98	0	98	0.00003
UBA5489	13491	G	66	11	77	0.00002
UMGS2070	13502	G	64	6	70	0.00002
UBA4647	13490	G	62	0	62	0.00002
RGIG1681	13482	G	50	79	129	0.00004
UMGS1908	13500	G	44	32	76	0.00002
RUG666	13486	G	40	2	42	0.00001
UMGS687	13503	G	36	8	44	0.00001
UMGS2069	13501	G	33	2	35	0.00001
Caccopulliclostridium	13474	G	29	0	29	0.00001
UBA7584	13494	G	29	0	29	0.00001
UBA9845	13498	G	16	0	16	0.00000
UBA6345	13493	G	11	0	11	0.00000
Aristaeella	13235	G	1878	273	2151	0.00061
RGIG5678	13264	G	378	3	381	0.00011
Limiplasma	13259	G	247	26	273	0.00008
RUG563	13269	G	168	1	169	0.00005
RUG756	13270	G	152	16	168	0.00005
Faecivicinus	13244	G	82	9	91	0.00003
UBA11524	13277	G	75	3	78	0.00002
UBA2943	13280	G	56	23	79	0.00002
JAAZPT01	13248	G	45	28	73	0.00002
Pullichristensenella	13261	G	45	6	51	0.00001
Ventricola	13283	G	45	28	73	0.00002
UBA2862	13279	G	21	3	24	0.00001
HGM11604	13247	G	13	0	13	0.00000
JAEWAH01	13250	G	13	1	14	0.00000
Onthenecus	13260	G	10	0	10	0.00000
UBA1259	13304	G	644	55	699	0.00020
SIG381	13299	G	447	2	449	0.00013
Gallimonas	13292	G	387	2	389	0.00011
Coproplasma	13291	G	358	16	374	0.00011
UBA10281	13302	G	340	10	350	0.00010
Scatosoma	13301	G	112	3	115	0.00003
Borkfalkia	13287	G	103	5	108	0.00003
MGBC143601	13295	G	85	2	87	0.00002
UBA11475	13303	G	35	0	35	0.00001
UBA4675	13306	G	14	1	15	0.00000
SIG402	13300	G	10	0	10	0.00000
UBA7703	13340	G	221	1	222	0.00006
UMGS946	13343	G	201	87	288	0.00008
PeH17	13327	G	102	3	105	0.00003
JAQVRG01	13325	G	25	0	25	0.00001
JAJDHH01	13322	G	15	0	15	0.00000
QANA01	13388	G	397	80	477	0.00014
Christensenella	13382	G	31	1	32	0.00001
JAEYKI01	13386	G	16	0	16	0.00000
Alloclostridium	13515	G	64	77	141	0.00004
UBA3700	13526	G	35	1	36	0.00001
MGBC100798	13520	G	31	5	36	0.00001
RACS-045	13525	G	31	1	32	0.00001
CAG-1782	13392	G	103	4	107	0.00003
JAAZJD01	13395	G	74	1	75	0.00002
Stercoripulliclostridium_A	13402	G	25	2	27	0.00001
DTU072	13393	G	14	0	14	0.00000
WRGC01	13440	G	121	0	121	0.00003
CAG-552	13423	G	34	0	34	0.00001
WRAF01	13437	G	16	0	16	0.00000
Anaerocaecibacter	13422	G	12	1	13	0.00000
Pumilibacter	13430	G	11	1	12	0.00000
RGIG8124	13371	G	147	0	147	0.00004
RGIG4097	13370	G	37	0	37	0.00001
CAG-475	13363	G	12	0	12	0.00000
SZUA-584	13457	G	158	7	165	0.00005
UMGS1975	13448	G	117	25	142	0.00004
UBA941	13528	G	108	0	108	0.00003
DUVY01	13405	G	97	1	98	0.00003
Fimimonas	13349	G	89	1	90	0.00003
CAG-1252	13309	G	34	0	34	0.00001
JAGLOK01	13534	G	22	0	22	0.00001
Neochristensenella	13442	G	13	6	19	0.00001
Anaerococcus	15100	G	2225	2966	5191	0.00147
Mediannikoviicoccus	15137	G	1151	176	1327	0.00038
Gallicola	15109	G	982	350	1332	0.00038
JAUNUQ01	15128	G	392	0	392	0.00011
Miniphocaeibacter	15138	G	389	119	508	0.00014
